retriever,config,param_topk,param_topk_e,param_cost_e,param_tie_break,qid,question,kind,validated,answer_node_recall,skipped_reason,edge_recall,edge_precision,nodes,edges,chars,node_fraction,connected,param_gen_k,param_gen_hops,param_gen_cap,param_inner_topk,param_inner_topk_e,param_inner_cost_e,param_inner_tie_break,param_k,patient
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-2,lab result: sodium,entity,False,0.0011123470522803114,,,0.0,11,10,2293,0.0006957621758380771,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-8
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-0,drug administration: tacrolimus,entity,False,0.01669449081803005,,,0.0,11,10,1997,0.0006957621758380771,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-8
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-1,drug administration: ciclosporin,entity,False,0.0423728813559322,,,0.0,11,10,2050,0.0006957621758380771,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-8
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-2,drug administration: mycophenolate mofetil,entity,False,0.06097560975609756,,,0.0,11,10,2272,0.0006957621758380771,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-8
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,dx-named-0,"lungenentzuendung, mit komplikationen, links",entity,False,1.0,,,0.0,11,10,2469,0.0006957621758380771,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-8
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2309,0.0006957621758380771,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-8
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-0,lab result: creatinine,entity,False,0.0004154549231408392,,,0.0,11,10,2408,0.0006957621758380771,True,,,,,,,,10.0,replica-8
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-1,lab result: urea,entity,False,0.0008,,,0.0,11,10,2108,0.0006957621758380771,True,,,,,,,,10.0,replica-8
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-2,lab result: sodium,entity,False,0.0011123470522803114,,,0.0,11,10,2140,0.0006957621758380771,True,,,,,,,,10.0,replica-8
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-0,drug administration: tacrolimus,entity,False,0.01669449081803005,,,0.0,11,10,1997,0.0006957621758380771,True,,,,,,,,10.0,replica-8
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-1,drug administration: ciclosporin,entity,False,0.0423728813559322,,,0.0,11,10,2050,0.0006957621758380771,True,,,,,,,,10.0,replica-8
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-2,drug administration: mycophenolate mofetil,entity,False,0.06097560975609756,,,0.0,11,10,2272,0.0006957621758380771,True,,,,,,,,10.0,replica-8
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"lungenentzuendung, mit komplikationen, links",entity,False,1.0,,,0.0,11,10,2193,0.0006957621758380771,True,,,,,,,,10.0,replica-8
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2102,0.0006957621758380771,True,,,,,,,,10.0,replica-8
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-0,lab result: creatinine,entity,False,0.0003586800573888092,,,0.0,11,10,2426,0.0005798018131983976,True,,,,,,,,,replica-9
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-1,lab result: urea,entity,False,0.000689655172413793,,,0.0,11,10,2148,0.0005798018131983976,True,,,,,,,,,replica-9
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-2,lab result: sodium,entity,False,0.0009596928982725527,,,0.0,11,10,2296,0.0005798018131983976,True,,,,,,,,,replica-9
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-0,drug administration: tacrolimus,entity,False,0.014245014245014245,,,0.0,11,10,1997,0.0005798018131983976,True,,,,,,,,,replica-9
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-1,drug administration: ciclosporin,entity,False,0.035842293906810034,,,0.0,11,10,2050,0.0005798018131983976,True,,,,,,,,,replica-9
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-2,drug administration: mycophenolate mofetil,entity,False,0.05102040816326531,,,0.0,11,10,2272,0.0005798018131983976,True,,,,,,,,,replica-9
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"lungenentzuendung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,2291,0.0005798018131983976,True,,,,,,,,,replica-9
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2369,0.0005798018131983976,True,,,,,,,,,replica-9
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-0,lab result: creatinine,entity,False,0.0003586800573888092,,,0.0,11,10,2426,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-9
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-1,lab result: urea,entity,False,0.000689655172413793,,,0.0,11,10,2148,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-9
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-2,lab result: sodium,entity,False,0.0009596928982725527,,,0.0,11,10,2296,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-9
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-0,drug administration: tacrolimus,entity,False,0.014245014245014245,,,0.0,11,10,1997,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-9
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-1,drug administration: ciclosporin,entity,False,0.035842293906810034,,,0.0,11,10,2050,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-9
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-2,drug administration: mycophenolate mofetil,entity,False,0.05102040816326531,,,0.0,11,10,2272,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-9
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,dx-named-0,"lungenentzuendung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,2291,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-9
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2369,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-9
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-0,lab result: creatinine,entity,False,0.0003586800573888092,,,0.0,11,10,2451,0.0005798018131983976,True,,,,,,,,10.0,replica-9
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-1,lab result: urea,entity,False,0.000689655172413793,,,0.0,11,10,2148,0.0005798018131983976,True,,,,,,,,10.0,replica-9
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-2,lab result: sodium,entity,False,0.0009596928982725527,,,0.0,11,10,2181,0.0005798018131983976,True,,,,,,,,10.0,replica-9
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-0,drug administration: tacrolimus,entity,False,0.014245014245014245,,,0.0,11,10,1997,0.0005798018131983976,True,,,,,,,,10.0,replica-9
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-1,drug administration: ciclosporin,entity,False,0.035842293906810034,,,0.0,11,10,2050,0.0005798018131983976,True,,,,,,,,10.0,replica-9
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-2,drug administration: mycophenolate mofetil,entity,False,0.05102040816326531,,,0.0,11,10,2272,0.0005798018131983976,True,,,,,,,,10.0,replica-9
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"lungenentzuendung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,1919,0.0005798018131983976,True,,,,,,,,10.0,replica-9
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,1980,0.0005798018131983976,True,,,,,,,,10.0,replica-9
